iter	Logloss
847	0.6131769126
848	0.6131532266
849	0.613126378
850	0.613104778
851	0.613076449
852	0.6130510808
853	0.613019522
854	0.6129890397
855	0.6129703332
856	0.6129496752
857	0.6129227594
858	0.6128949014
859	0.6128651594
860	0.6128453089
861	0.6128189313
862	0.6127933613
863	0.6127737127
864	0.6127463257
865	0.6127219669
866	0.6126968005
867	0.6126656454
868	0.6126411519
869	0.6126095931
870	0.6125830136
871	0.612547552
872	0.6125149164
873	0.612493451
874	0.612462094
875	0.6124386772
876	0.6124073875
877	0.6123842398
878	0.61235618
879	0.6123327632
880	0.6123114324
881	0.6122695782
882	0.6122553128
883	0.6122209277
884	0.6122016156
885	0.612175709
886	0.6121516193
887	0.6121292118
888	0.6121031707
889	0.6120859446
890	0.6120640754
891	0.6120347371
892	0.6119999483
893	0.6119712156
894	0.6119305053
895	0.6119060792
896	0.6118780867
897	0.6118491521
898	0.611810797
899	0.611782939
900	0.6117525914
901	0.6117258773
902	0.6116974811
903	0.611666797
904	0.6116376605
905	0.6116012568
906	0.6115758213
907	0.6115387447
908	0.6115149241
909	0.6114837017
910	0.6114611596
911	0.6114407709
912	0.6114181615
913	0.611392726
914	0.6113674924
915	0.6113340494
916	0.6113119784
917	0.611279612
918	0.6112483896
919	0.6112162924
920	0.611176255
921	0.6111504831
922	0.6111154251
923	0.6110960457
924	0.6110712158
925	0.6110455784
926	0.6110109915
927	0.6109904681
928	0.6109631485
929	0.6109370401
930	0.6109005691
931	0.6108686065
932	0.6108358364
933	0.6108042102
934	0.6107900121
935	0.6107680757
936	0.6107554925
937	0.6107215785
938	0.6106828196
939	0.6106592009
940	0.6106370626
941	0.6106026776
942	0.6105744832
943	0.6105542963
944	0.6105335037
945	0.6105091449
946	0.6104871411
947	0.6104651374
948	0.6104317617
949	0.6104054514
950	0.6103821692
951	0.6103520234
952	0.6103220795
953	0.6102910589
954	0.6102687188
955	0.6102411973
956	0.6102074851
957	0.6101836646
958	0.6101516347
959	0.6101204795
960	0.6100888534
961	0.6100666478
962	0.6100332048
963	0.6100033954
964	0.609968674
965	0.6099359039
966	0.6099111413
967	0.6098873207
968	0.6098625581
969	0.6098353058
970	0.6097990366
971	0.6097704385
972	0.6097441955
973	0.6097061768
974	0.6096793955
975	0.6096624385
976	0.6096398964
977	0.6096131824
978	0.6095932647
979	0.6095685694
980	0.6095374142
981	0.6095152086
982	0.60948836
983	0.6094576759
984	0.6094278666
985	0.6094041806
986	0.6093826479
987	0.6093489358
988	0.6093211451
989	0.6092890479
990	0.6092506255
991	0.6092259975
992	0.6092052049
993	0.6091775489
994	0.6091377807
995	0.6091132872
996	0.6090830068
997	0.6090531302
998	0.6090243302
999	0.6090063639
